Created as New Dataset, , 
nm, A, 
430.0, 0.1010, 
429.0, 0.1008, 
428.0, 0.1023, 
427.0, 0.1022, 
426.0, 0.1014, 
425.0, 0.1023, 
424.0, 0.1019, 
423.0, 0.1034, 
422.0, 0.1043, 
421.0, 0.1051, 
420.0, 0.1037, 
419.0, 0.1036, 
418.0, 0.1028, 
417.0, 0.1037, 
416.0, 0.1033, 
415.0, 0.1036, 
414.0, 0.1038, 
413.0, 0.1043, 
412.0, 0.1048, 
411.0, 0.1058, 
410.0, 0.1059, 
409.0, 0.1074, 
408.0, 0.1086, 
407.0, 0.1111, 
406.0, 0.1137, 
405.0, 0.1172, 
404.0, 0.1199, 
403.0, 0.1238, 
402.0, 0.1294, 
401.0, 0.1350, 
400.0, 0.1403, 
399.0, 0.1478, 
398.0, 0.1549, 
397.0, 0.1636, 
396.0, 0.1742, 
395.0, 0.1854, 
394.0, 0.1984, 
393.0, 0.2119, 
392.0, 0.2275, 
391.0, 0.2445, 
390.0, 0.2639, 
389.0, 0.2846, 
388.0, 0.3066, 
387.0, 0.3316, 
386.0, 0.3603, 
385.0, 0.3909, 
384.0, 0.4260, 
383.0, 0.4652, 
382.0, 0.5093, 
381.0, 0.5584, 
380.0, 0.6123, 
379.0, 0.6670, 
378.0, 0.7198, 
377.0, 0.7670, 
376.0, 0.7996, 
375.0, 0.8057, 
374.0, 0.7872, 
373.0, 0.7467, 
372.0, 0.6921, 
371.0, 0.6293, 
370.0, 0.5669, 
369.0, 0.5139, 
368.0, 0.4747, 
367.0, 0.4501, 
366.0, 0.4376, 
365.0, 0.4362, 
364.0, 0.4447, 
363.0, 0.4576, 
362.0, 0.4759, 
361.0, 0.4966, 
360.0, 0.5191, 
359.0, 0.5420, 
358.0, 0.5643, 
357.0, 0.5806, 
356.0, 0.5900, 
355.0, 0.5935, 
354.0, 0.5877, 
353.0, 0.5732, 
352.0, 0.5490, 
351.0, 0.5200, 
350.0, 0.4904, 
349.0, 0.4612, 
348.0, 0.4336, 
347.0, 0.4086, 
346.0, 0.3862, 
345.0, 0.3670, 
344.0, 0.3515, 
343.0, 0.3387, 
342.0, 0.3288, 
341.0, 0.3208, 
340.0, 0.3139, 
339.0, 0.3094, 
338.0, 0.3071, 
337.0, 0.3052, 
336.0, 0.3051, 
335.0, 0.3060, 
334.0, 0.3076, 
333.0, 0.3092, 
332.0, 0.3109, 
331.0, 0.3141, 
330.0, 0.3182, 
329.0, 0.3230, 
328.0, 0.3279, 
327.0, 0.3332, 
326.0, 0.3396, 
325.0, 0.3464, 
324.0, 0.3521, 
323.0, 0.3600, 
322.0, 0.3695, 
321.0, 0.3788, 
320.0, 0.3910, 
319.0, 0.4058, 
318.0, 0.4248, 
317.0, 0.4444, 
316.0, 0.4668, 
315.0, 0.4920, 
314.0, 0.5198, 
313.0, 0.5481, 
312.0, 0.5792, 
311.0, 0.6139, 
310.0, 0.6503, 
309.0, 0.6882, 
308.0, 0.7266, 
307.0, 0.7672, 
306.0, 0.8091, 
305.0, 0.8481, 
304.0, 0.8846, 
303.0, 0.9214, 
302.0, 0.9621, 
301.0, 0.9985, 
300.0, 1.0313, 
299.0, 1.0671, 
298.0, 1.1038, 
297.0, 1.1433, 
296.0, 1.1869, 
295.0, 1.2290, 
294.0, 1.2669, 
293.0, 1.3005, 
292.0, 1.3307, 
291.0, 1.3422, 
290.0, 1.3297, 
289.0, 1.3443, 
288.0, 1.3660, 
287.0, 1.3681, 
286.0, 1.3616, 
285.0, 1.3553, 
284.0, 1.3469, 
283.0, 1.3396, 
282.0, 1.3339, 
281.0, 1.3278, 
280.0, 1.3275, 
279.0, 1.3264, 
278.0, 1.3213, 
277.0, 1.3110, 
276.0, 1.2920, 
275.0, 1.2765, 
274.0, 1.2646, 
273.0, 1.2303, 
272.0, 1.2155, 
271.0, 1.2180, 
270.0, 1.2236, 
269.0, 1.2095, 
268.0, 1.1959, 
267.0, 1.1972, 
266.0, 1.2090, 
265.0, 1.2139, 
264.0, 1.2200, 
263.0, 1.2369, 
262.0, 1.2646, 
261.0, 1.2778, 
260.0, 1.2947, 
259.0, 1.3196, 
258.0, 1.3518, 
257.0, 1.3742, 
256.0, 1.4011, 
255.0, 1.4355, 
254.0, 1.4642, 
253.0, 1.4981, 
252.0, 1.5286, 
251.0, 1.5657, 
250.0, 1.5888 
