Created as New Dataset, , 
nm, A, 
430.0, 0.0972, 
429.0, 0.0978, 
428.0, 0.0984, 
427.0, 0.0975, 
426.0, 0.0970, 
425.0, 0.0971, 
424.0, 0.0955, 
423.0, 0.0965, 
422.0, 0.0959, 
421.0, 0.0950, 
420.0, 0.0959, 
419.0, 0.0964, 
418.0, 0.0957, 
417.0, 0.0967, 
416.0, 0.0972, 
415.0, 0.0970, 
414.0, 0.0971, 
413.0, 0.0981, 
412.0, 0.0985, 
411.0, 0.0989, 
410.0, 0.0983, 
409.0, 0.1001, 
408.0, 0.1019, 
407.0, 0.1044, 
406.0, 0.1059, 
405.0, 0.1093, 
404.0, 0.1122, 
403.0, 0.1163, 
402.0, 0.1212, 
401.0, 0.1270, 
400.0, 0.1329, 
399.0, 0.1403, 
398.0, 0.1480, 
397.0, 0.1559, 
396.0, 0.1659, 
395.0, 0.1770, 
394.0, 0.1901, 
393.0, 0.2037, 
392.0, 0.2187, 
391.0, 0.2346, 
390.0, 0.2523, 
389.0, 0.2717, 
388.0, 0.2939, 
387.0, 0.3191, 
386.0, 0.3457, 
385.0, 0.3757, 
384.0, 0.4099, 
383.0, 0.4480, 
382.0, 0.4885, 
381.0, 0.5362, 
380.0, 0.5879, 
379.0, 0.6425, 
378.0, 0.6981, 
377.0, 0.7515, 
376.0, 0.7960, 
375.0, 0.8108, 
374.0, 0.7998, 
373.0, 0.7716, 
372.0, 0.7231, 
371.0, 0.6623, 
370.0, 0.5997, 
369.0, 0.5431, 
368.0, 0.4990, 
367.0, 0.4672, 
366.0, 0.4480, 
365.0, 0.4407, 
364.0, 0.4422, 
363.0, 0.4510, 
362.0, 0.4648, 
361.0, 0.4816, 
360.0, 0.5001, 
359.0, 0.5200, 
358.0, 0.5419, 
357.0, 0.5610, 
356.0, 0.5772, 
355.0, 0.5886, 
354.0, 0.5888, 
353.0, 0.5808, 
352.0, 0.5651, 
351.0, 0.5419, 
350.0, 0.5144, 
349.0, 0.4856, 
348.0, 0.4585, 
347.0, 0.4344, 
346.0, 0.4125, 
345.0, 0.3914, 
344.0, 0.3749, 
343.0, 0.3610, 
342.0, 0.3491, 
341.0, 0.3380, 
340.0, 0.3294, 
339.0, 0.3245, 
338.0, 0.3215, 
337.0, 0.3187, 
336.0, 0.3166, 
335.0, 0.3155, 
334.0, 0.3165, 
333.0, 0.3182, 
332.0, 0.3193, 
331.0, 0.3214, 
330.0, 0.3261, 
329.0, 0.3312, 
328.0, 0.3359, 
327.0, 0.3406, 
326.0, 0.3455, 
325.0, 0.3509, 
324.0, 0.3570, 
323.0, 0.3648, 
322.0, 0.3741, 
321.0, 0.3845, 
320.0, 0.3972, 
319.0, 0.4124, 
318.0, 0.4315, 
317.0, 0.4496, 
316.0, 0.4715, 
315.0, 0.4973, 
314.0, 0.5255, 
313.0, 0.5553, 
312.0, 0.5863, 
311.0, 0.6199, 
310.0, 0.6547, 
309.0, 0.6913, 
308.0, 0.7315, 
307.0, 0.7724, 
306.0, 0.8133, 
305.0, 0.8540, 
304.0, 0.8930, 
303.0, 0.9329, 
302.0, 0.9700, 
301.0, 1.0082, 
300.0, 1.0470, 
299.0, 1.0832, 
298.0, 1.1217, 
297.0, 1.1621, 
296.0, 1.2047, 
295.0, 1.2451, 
294.0, 1.2823, 
293.0, 1.3178, 
292.0, 1.3465, 
291.0, 1.3642, 
290.0, 1.3807, 
289.0, 1.3881, 
288.0, 1.3857, 
287.0, 1.3797, 
286.0, 1.3717, 
285.0, 1.3629, 
284.0, 1.3561, 
283.0, 1.3453, 
282.0, 1.3390, 
281.0, 1.3330, 
280.0, 1.3330, 
279.0, 1.3349, 
278.0, 1.3292, 
277.0, 1.3224, 
276.0, 1.3049, 
275.0, 1.2799, 
274.0, 1.2623, 
273.0, 1.2500, 
272.0, 1.2406, 
271.0, 1.2366, 
270.0, 1.2329, 
269.0, 1.2222, 
268.0, 1.2156, 
267.0, 1.2118, 
266.0, 1.2171, 
265.0, 1.2250, 
264.0, 1.2372, 
263.0, 1.2530, 
262.0, 1.2710, 
261.0, 1.2907, 
260.0, 1.3170, 
259.0, 1.3424, 
258.0, 1.3669, 
257.0, 1.3980, 
256.0, 1.4293, 
255.0, 1.4568, 
254.0, 1.4928, 
253.0, 1.5202, 
252.0, 1.5557, 
251.0, 1.5880, 
250.0, 1.6217 
