Created as New Dataset, , 
nm, A, 
430.0, 0.0829, 
429.0, 0.0837, 
428.0, 0.0832, 
427.0, 0.0826, 
426.0, 0.0824, 
425.0, 0.0829, 
424.0, 0.0824, 
423.0, 0.0825, 
422.0, 0.0821, 
421.0, 0.0813, 
420.0, 0.0839, 
419.0, 0.0827, 
418.0, 0.0815, 
417.0, 0.0810, 
416.0, 0.0812, 
415.0, 0.0810, 
414.0, 0.0817, 
413.0, 0.0823, 
412.0, 0.0829, 
411.0, 0.0862, 
410.0, 0.0927, 
409.0, 0.0928, 
408.0, 0.0931, 
407.0, 0.0913, 
406.0, 0.0903, 
405.0, 0.0937, 
404.0, 0.0964, 
403.0, 0.1004, 
402.0, 0.1046, 
401.0, 0.1110, 
400.0, 0.1172, 
399.0, 0.1245, 
398.0, 0.1303, 
397.0, 0.1385, 
396.0, 0.1477, 
395.0, 0.1587, 
394.0, 0.1712, 
393.0, 0.1835, 
392.0, 0.1973, 
391.0, 0.2132, 
390.0, 0.2312, 
389.0, 0.2501, 
388.0, 0.2704, 
387.0, 0.2935, 
386.0, 0.3202, 
385.0, 0.3482, 
384.0, 0.3795, 
383.0, 0.4140, 
382.0, 0.4517, 
381.0, 0.4946, 
380.0, 0.5398, 
379.0, 0.5887, 
378.0, 0.6392, 
377.0, 0.6905, 
376.0, 0.7385, 
375.0, 0.7658, 
374.0, 0.7742, 
373.0, 0.7638, 
372.0, 0.7357, 
371.0, 0.6936, 
370.0, 0.6436, 
369.0, 0.5922, 
368.0, 0.5452, 
367.0, 0.5078, 
366.0, 0.4798, 
365.0, 0.4606, 
364.0, 0.4503, 
363.0, 0.4468, 
362.0, 0.4474, 
361.0, 0.4509, 
360.0, 0.4595, 
359.0, 0.4702, 
358.0, 0.4843, 
357.0, 0.4979, 
356.0, 0.5143, 
355.0, 0.5311, 
354.0, 0.5435, 
353.0, 0.5513, 
352.0, 0.5507, 
351.0, 0.5437, 
350.0, 0.5317, 
349.0, 0.5161, 
348.0, 0.4995, 
347.0, 0.4815, 
346.0, 0.4632, 
345.0, 0.4459, 
344.0, 0.4297, 
343.0, 0.4142, 
342.0, 0.4003, 
341.0, 0.3869, 
340.0, 0.3744, 
339.0, 0.3640, 
338.0, 0.3562, 
337.0, 0.3491, 
336.0, 0.3438, 
335.0, 0.3397, 
334.0, 0.3369, 
333.0, 0.3356, 
332.0, 0.3349, 
331.0, 0.3354, 
330.0, 0.3377, 
329.0, 0.3412, 
328.0, 0.3461, 
327.0, 0.3485, 
326.0, 0.3510, 
325.0, 0.3569, 
324.0, 0.3643, 
323.0, 0.3713, 
322.0, 0.3790, 
321.0, 0.3906, 
320.0, 0.4044, 
319.0, 0.4198, 
318.0, 0.4433, 
317.0, 0.4670, 
316.0, 0.4938, 
315.0, 0.5222, 
314.0, 0.5471, 
313.0, 0.5711, 
312.0, 0.5999, 
311.0, 0.6318, 
310.0, 0.6648, 
309.0, 0.6997, 
308.0, 0.7359, 
307.0, 0.7755, 
306.0, 0.8177, 
305.0, 0.8590, 
304.0, 0.8987, 
303.0, 0.9376, 
302.0, 0.9743, 
301.0, 1.0114, 
300.0, 1.0494, 
299.0, 1.0856, 
298.0, 1.1236, 
297.0, 1.1642, 
296.0, 1.2050, 
295.0, 1.2434, 
294.0, 1.2761, 
293.0, 1.3061, 
292.0, 1.3329, 
291.0, 1.3546, 
290.0, 1.3701, 
289.0, 1.3772, 
288.0, 1.3792, 
287.0, 1.3757, 
286.0, 1.3632, 
285.0, 1.3501, 
284.0, 1.3441, 
283.0, 1.3384, 
282.0, 1.3323, 
281.0, 1.3307, 
280.0, 1.3293, 
279.0, 1.3322, 
278.0, 1.3263, 
277.0, 1.3160, 
276.0, 1.3004, 
275.0, 1.2836, 
274.0, 1.2687, 
273.0, 1.2613, 
272.0, 1.2610, 
271.0, 1.2590, 
270.0, 1.2524, 
269.0, 1.2443, 
268.0, 1.2381, 
267.0, 1.2367, 
266.0, 1.2414, 
265.0, 1.2554, 
264.0, 1.2676, 
263.0, 1.2844, 
262.0, 1.3055, 
261.0, 1.3266, 
260.0, 1.3480, 
259.0, 1.3756, 
258.0, 1.4054, 
257.0, 1.4376, 
256.0, 1.4659, 
255.0, 1.5011, 
254.0, 1.5397, 
253.0, 1.5680, 
252.0, 1.6021, 
251.0, 1.6367, 
250.0, 1.6755 
