Created as New Dataset, , 
nm, A, 
430.0, 0.0820, 
429.0, 0.0825, 
428.0, 0.0818, 
427.0, 0.0818, 
426.0, 0.0815, 
425.0, 0.0814, 
424.0, 0.0812, 
423.0, 0.0811, 
422.0, 0.0809, 
421.0, 0.0802, 
420.0, 0.0808, 
419.0, 0.0798, 
418.0, 0.0795, 
417.0, 0.0800, 
416.0, 0.0817, 
415.0, 0.0808, 
414.0, 0.0811, 
413.0, 0.0820, 
412.0, 0.0831, 
411.0, 0.0832, 
410.0, 0.0825, 
409.0, 0.0839, 
408.0, 0.0846, 
407.0, 0.0864, 
406.0, 0.0885, 
405.0, 0.0918, 
404.0, 0.0944, 
403.0, 0.0979, 
402.0, 0.1026, 
401.0, 0.1074, 
400.0, 0.1122, 
399.0, 0.1202, 
398.0, 0.1265, 
397.0, 0.1339, 
396.0, 0.1426, 
395.0, 0.1530, 
394.0, 0.1636, 
393.0, 0.1747, 
392.0, 0.1870, 
391.0, 0.2008, 
390.0, 0.2167, 
389.0, 0.2336, 
388.0, 0.2524, 
387.0, 0.2742, 
386.0, 0.2970, 
385.0, 0.3229, 
384.0, 0.3527, 
383.0, 0.3858, 
382.0, 0.4204, 
381.0, 0.4603, 
380.0, 0.5038, 
379.0, 0.5508, 
378.0, 0.6011, 
377.0, 0.6552, 
376.0, 0.7102, 
375.0, 0.7512, 
374.0, 0.7738, 
373.0, 0.7809, 
372.0, 0.7705, 
371.0, 0.7416, 
370.0, 0.6973, 
369.0, 0.6498, 
368.0, 0.6000, 
367.0, 0.5560, 
366.0, 0.5184, 
365.0, 0.4891, 
364.0, 0.4700, 
363.0, 0.4560, 
362.0, 0.4482, 
361.0, 0.4451, 
360.0, 0.4460, 
359.0, 0.4505, 
358.0, 0.4606, 
357.0, 0.4736, 
356.0, 0.4901, 
355.0, 0.5119, 
354.0, 0.5316, 
353.0, 0.5469, 
352.0, 0.5566, 
351.0, 0.5593, 
350.0, 0.5544, 
349.0, 0.5438, 
348.0, 0.5303, 
347.0, 0.5146, 
346.0, 0.4971, 
345.0, 0.4793, 
344.0, 0.4625, 
343.0, 0.4465, 
342.0, 0.4310, 
341.0, 0.4155, 
340.0, 0.4002, 
339.0, 0.3879, 
338.0, 0.3778, 
337.0, 0.3691, 
336.0, 0.3613, 
335.0, 0.3546, 
334.0, 0.3506, 
333.0, 0.3488, 
332.0, 0.3466, 
331.0, 0.3457, 
330.0, 0.3466, 
329.0, 0.3497, 
328.0, 0.3537, 
327.0, 0.3568, 
326.0, 0.3602, 
325.0, 0.3640, 
324.0, 0.3685, 
323.0, 0.3752, 
322.0, 0.3840, 
321.0, 0.3940, 
320.0, 0.4072, 
319.0, 0.4235, 
318.0, 0.4438, 
317.0, 0.4642, 
316.0, 0.4875, 
315.0, 0.5113, 
314.0, 0.5373, 
313.0, 0.5649, 
312.0, 0.5923, 
311.0, 0.6218, 
310.0, 0.6535, 
309.0, 0.6875, 
308.0, 0.7238, 
307.0, 0.7620, 
306.0, 0.8024, 
305.0, 0.8428, 
304.0, 0.8842, 
303.0, 0.9255, 
302.0, 0.9634, 
301.0, 1.0015, 
300.0, 1.0425, 
299.0, 1.0813, 
298.0, 1.1187, 
297.0, 1.1579, 
296.0, 1.1983, 
295.0, 1.2360, 
294.0, 1.2741, 
293.0, 1.3083, 
292.0, 1.3369, 
291.0, 1.3578, 
290.0, 1.3738, 
289.0, 1.3855, 
288.0, 1.3861, 
287.0, 1.3802, 
286.0, 1.3708, 
285.0, 1.3613, 
284.0, 1.3551, 
283.0, 1.3493, 
282.0, 1.3438, 
281.0, 1.3446, 
280.0, 1.3457, 
279.0, 1.3440, 
278.0, 1.3408, 
277.0, 1.3284, 
276.0, 1.3108, 
275.0, 1.2960, 
274.0, 1.2869, 
273.0, 1.2822, 
272.0, 1.2812, 
271.0, 1.2807, 
270.0, 1.2732, 
269.0, 1.2665, 
268.0, 1.2601, 
267.0, 1.2591, 
266.0, 1.2662, 
265.0, 1.2744, 
264.0, 1.2887, 
263.0, 1.3039, 
262.0, 1.3234, 
261.0, 1.3472, 
260.0, 1.3713, 
259.0, 1.3948, 
258.0, 1.4212, 
257.0, 1.4556, 
256.0, 1.4911, 
255.0, 1.5259, 
254.0, 1.5609, 
253.0, 1.5992, 
252.0, 1.6356, 
251.0, 1.6694, 
250.0, 1.7272 
