Created as New Dataset, , 
nm, A, 
430.0, 0.0845, 
429.0, 0.0852, 
428.0, 0.0843, 
427.0, 0.0849, 
426.0, 0.0840, 
425.0, 0.0843, 
424.0, 0.0842, 
423.0, 0.0837, 
422.0, 0.0838, 
421.0, 0.0821, 
420.0, 0.0831, 
419.0, 0.0834, 
418.0, 0.0816, 
417.0, 0.0826, 
416.0, 0.0835, 
415.0, 0.0836, 
414.0, 0.0837, 
413.0, 0.0846, 
412.0, 0.0847, 
411.0, 0.0885, 
410.0, 0.0905, 
409.0, 0.0922, 
408.0, 0.0927, 
407.0, 0.0950, 
406.0, 0.0962, 
405.0, 0.1006, 
404.0, 0.1038, 
403.0, 0.1083, 
402.0, 0.1125, 
401.0, 0.1177, 
400.0, 0.1224, 
399.0, 0.1282, 
398.0, 0.1352, 
397.0, 0.1423, 
396.0, 0.1500, 
395.0, 0.1598, 
394.0, 0.1702, 
393.0, 0.1822, 
392.0, 0.1951, 
391.0, 0.2084, 
390.0, 0.2251, 
389.0, 0.2417, 
388.0, 0.2589, 
387.0, 0.2787, 
386.0, 0.3016, 
385.0, 0.3272, 
384.0, 0.3558, 
383.0, 0.3880, 
382.0, 0.4241, 
381.0, 0.4655, 
380.0, 0.5145, 
379.0, 0.5682, 
378.0, 0.6232, 
377.0, 0.6766, 
376.0, 0.7274, 
375.0, 0.7546, 
374.0, 0.7528, 
373.0, 0.7301, 
372.0, 0.6873, 
371.0, 0.6285, 
370.0, 0.5643, 
369.0, 0.5043, 
368.0, 0.4544, 
367.0, 0.4206, 
366.0, 0.4007, 
365.0, 0.3930, 
364.0, 0.3958, 
363.0, 0.4068, 
362.0, 0.4224, 
361.0, 0.4397, 
360.0, 0.4586, 
359.0, 0.4787, 
358.0, 0.4983, 
357.0, 0.5141, 
356.0, 0.5277, 
355.0, 0.5360, 
354.0, 0.5357, 
353.0, 0.5289, 
352.0, 0.5137, 
351.0, 0.4933, 
350.0, 0.4687, 
349.0, 0.4426, 
348.0, 0.4173, 
347.0, 0.3918, 
346.0, 0.3685, 
345.0, 0.3492, 
344.0, 0.3335, 
343.0, 0.3196, 
342.0, 0.3087, 
341.0, 0.2997, 
340.0, 0.2922, 
339.0, 0.2873, 
338.0, 0.2848, 
337.0, 0.2838, 
336.0, 0.2849, 
335.0, 0.2869, 
334.0, 0.2898, 
333.0, 0.2934, 
332.0, 0.2975, 
331.0, 0.3029, 
330.0, 0.3080, 
329.0, 0.3135, 
328.0, 0.3192, 
327.0, 0.3253, 
326.0, 0.3318, 
325.0, 0.3378, 
324.0, 0.3429, 
323.0, 0.3493, 
322.0, 0.3571, 
321.0, 0.3653, 
320.0, 0.3745, 
319.0, 0.3857, 
318.0, 0.4016, 
317.0, 0.4190, 
316.0, 0.4390, 
315.0, 0.4585, 
314.0, 0.4821, 
313.0, 0.5082, 
312.0, 0.5352, 
311.0, 0.5641, 
310.0, 0.5943, 
309.0, 0.6281, 
308.0, 0.6627, 
307.0, 0.6973, 
306.0, 0.7334, 
305.0, 0.7684, 
304.0, 0.8025, 
303.0, 0.8347, 
302.0, 0.8657, 
301.0, 0.8955, 
300.0, 0.9251, 
299.0, 0.9576, 
298.0, 0.9915, 
297.0, 1.0268, 
296.0, 1.0673, 
295.0, 1.1111, 
294.0, 1.1541, 
293.0, 1.1949, 
292.0, 1.2399, 
291.0, 1.2842, 
290.0, 1.3189, 
289.0, 1.3431, 
288.0, 1.3613, 
287.0, 1.3706, 
286.0, 1.3710, 
285.0, 1.3636, 
284.0, 1.3529, 
283.0, 1.3449, 
282.0, 1.3332, 
281.0, 1.3257, 
280.0, 1.3233, 
279.0, 1.3247, 
278.0, 1.3248, 
277.0, 1.3138, 
276.0, 1.2986, 
275.0, 1.2802, 
274.0, 1.2586, 
273.0, 1.2412, 
272.0, 1.2301, 
271.0, 1.2214, 
270.0, 1.2165, 
269.0, 1.2078, 
268.0, 1.1990, 
267.0, 1.1965, 
266.0, 1.1997, 
265.0, 1.2051, 
264.0, 1.2152, 
263.0, 1.2284, 
262.0, 1.2450, 
261.0, 1.2605, 
260.0, 1.2788, 
259.0, 1.3005, 
258.0, 1.3253, 
257.0, 1.3436, 
256.0, 1.3690, 
255.0, 1.3989, 
254.0, 1.4226, 
253.0, 1.4470, 
252.0, 1.4764, 
251.0, 1.4988, 
250.0, 1.5212 
