Created as New Dataset, , 
nm, A, 
430.0, 0.0865, 
429.0, 0.0866, 
428.0, 0.0862, 
427.0, 0.0861, 
426.0, 0.0852, 
425.0, 0.0866, 
424.0, 0.0864, 
423.0, 0.0861, 
422.0, 0.0854, 
421.0, 0.0852, 
420.0, 0.0858, 
419.0, 0.0857, 
418.0, 0.0855, 
417.0, 0.0844, 
416.0, 0.0845, 
415.0, 0.0855, 
414.0, 0.0864, 
413.0, 0.0865, 
412.0, 0.0866, 
411.0, 0.0874, 
410.0, 0.0885, 
409.0, 0.0896, 
408.0, 0.0908, 
407.0, 0.0932, 
406.0, 0.0958, 
405.0, 0.0990, 
404.0, 0.1015, 
403.0, 0.1055, 
402.0, 0.1096, 
401.0, 0.1149, 
400.0, 0.1212, 
399.0, 0.1282, 
398.0, 0.1347, 
397.0, 0.1422, 
396.0, 0.1514, 
395.0, 0.1613, 
394.0, 0.1719, 
393.0, 0.1842, 
392.0, 0.1971, 
391.0, 0.2109, 
390.0, 0.2276, 
389.0, 0.2453, 
388.0, 0.2642, 
387.0, 0.2847, 
386.0, 0.3078, 
385.0, 0.3337, 
384.0, 0.3641, 
383.0, 0.3980, 
382.0, 0.4366, 
381.0, 0.4794, 
380.0, 0.5297, 
379.0, 0.5844, 
378.0, 0.6416, 
377.0, 0.6993, 
376.0, 0.7511, 
375.0, 0.7740, 
374.0, 0.7719, 
373.0, 0.7467, 
372.0, 0.6999, 
371.0, 0.6373, 
370.0, 0.5702, 
369.0, 0.5097, 
368.0, 0.4601, 
367.0, 0.4251, 
366.0, 0.4049, 
365.0, 0.3995, 
364.0, 0.4048, 
363.0, 0.4162, 
362.0, 0.4326, 
361.0, 0.4518, 
360.0, 0.4732, 
359.0, 0.4950, 
358.0, 0.5160, 
357.0, 0.5332, 
356.0, 0.5455, 
355.0, 0.5528, 
354.0, 0.5522, 
353.0, 0.5438, 
352.0, 0.5253, 
351.0, 0.5028, 
350.0, 0.4765, 
349.0, 0.4485, 
348.0, 0.4212, 
347.0, 0.3964, 
346.0, 0.3731, 
345.0, 0.3526, 
344.0, 0.3360, 
343.0, 0.3217, 
342.0, 0.3102, 
341.0, 0.3009, 
340.0, 0.2934, 
339.0, 0.2890, 
338.0, 0.2871, 
337.0, 0.2856, 
336.0, 0.2853, 
335.0, 0.2871, 
334.0, 0.2897, 
333.0, 0.2944, 
332.0, 0.2995, 
331.0, 0.3041, 
330.0, 0.3088, 
329.0, 0.3144, 
328.0, 0.3209, 
327.0, 0.3272, 
326.0, 0.3341, 
325.0, 0.3409, 
324.0, 0.3464, 
323.0, 0.3522, 
322.0, 0.3591, 
321.0, 0.3672, 
320.0, 0.3778, 
319.0, 0.3907, 
318.0, 0.4075, 
317.0, 0.4241, 
316.0, 0.4426, 
315.0, 0.4642, 
314.0, 0.4887, 
313.0, 0.5147, 
312.0, 0.5424, 
311.0, 0.5735, 
310.0, 0.6070, 
309.0, 0.6413, 
308.0, 0.6764, 
307.0, 0.7131, 
306.0, 0.7507, 
305.0, 0.7863, 
304.0, 0.8208, 
303.0, 0.8544, 
302.0, 0.8858, 
301.0, 0.9184, 
300.0, 0.9512, 
299.0, 0.9831, 
298.0, 1.0171, 
297.0, 1.0562, 
296.0, 1.0973, 
295.0, 1.1395, 
294.0, 1.1824, 
293.0, 1.2252, 
292.0, 1.2695, 
291.0, 1.3074, 
290.0, 1.3404, 
289.0, 1.3669, 
288.0, 1.3798, 
287.0, 1.3814, 
286.0, 1.3748, 
285.0, 1.3708, 
284.0, 1.3651, 
283.0, 1.3531, 
282.0, 1.3443, 
281.0, 1.3398, 
280.0, 1.3359, 
279.0, 1.3314, 
278.0, 1.3315, 
277.0, 1.3255, 
276.0, 1.3077, 
275.0, 1.2849, 
274.0, 1.2662, 
273.0, 1.2512, 
272.0, 1.2404, 
271.0, 1.2329, 
270.0, 1.2255, 
269.0, 1.2146, 
268.0, 1.2036, 
267.0, 1.1991, 
266.0, 1.2031, 
265.0, 1.2117, 
264.0, 1.2204, 
263.0, 1.2345, 
262.0, 1.2542, 
261.0, 1.2720, 
260.0, 1.2898, 
259.0, 1.3091, 
258.0, 1.3353, 
257.0, 1.3577, 
256.0, 1.3849, 
255.0, 1.4086, 
254.0, 1.4439, 
253.0, 1.4685, 
252.0, 1.4897, 
251.0, 1.5212, 
250.0, 1.5499 
