Created as New Dataset, , 
nm, A, 
430.0, 0.0878, 
429.0, 0.0871, 
428.0, 0.0865, 
427.0, 0.0868, 
426.0, 0.0862, 
425.0, 0.0868, 
424.0, 0.0864, 
423.0, 0.0869, 
422.0, 0.0862, 
421.0, 0.0846, 
420.0, 0.0852, 
419.0, 0.0864, 
418.0, 0.0851, 
417.0, 0.0846, 
416.0, 0.0854, 
415.0, 0.0854, 
414.0, 0.0864, 
413.0, 0.0876, 
412.0, 0.0879, 
411.0, 0.0890, 
410.0, 0.0891, 
409.0, 0.0900, 
408.0, 0.0909, 
407.0, 0.0924, 
406.0, 0.0952, 
405.0, 0.0992, 
404.0, 0.1022, 
403.0, 0.1054, 
402.0, 0.1106, 
401.0, 0.1167, 
400.0, 0.1219, 
399.0, 0.1295, 
398.0, 0.1361, 
397.0, 0.1429, 
396.0, 0.1523, 
395.0, 0.1637, 
394.0, 0.1757, 
393.0, 0.1889, 
392.0, 0.2042, 
391.0, 0.2193, 
390.0, 0.2363, 
389.0, 0.2559, 
388.0, 0.2767, 
387.0, 0.2997, 
386.0, 0.3264, 
385.0, 0.3557, 
384.0, 0.3895, 
383.0, 0.4261, 
382.0, 0.4678, 
381.0, 0.5141, 
380.0, 0.5684, 
379.0, 0.6264, 
378.0, 0.6848, 
377.0, 0.7417, 
376.0, 0.7871, 
375.0, 0.8044, 
374.0, 0.7920, 
373.0, 0.7566, 
372.0, 0.7029, 
371.0, 0.6374, 
370.0, 0.5703, 
369.0, 0.5098, 
368.0, 0.4624, 
367.0, 0.4315, 
366.0, 0.4149, 
365.0, 0.4118, 
364.0, 0.4186, 
363.0, 0.4338, 
362.0, 0.4538, 
361.0, 0.4748, 
360.0, 0.4977, 
359.0, 0.5199, 
358.0, 0.5427, 
357.0, 0.5612, 
356.0, 0.5735, 
355.0, 0.5799, 
354.0, 0.5761, 
353.0, 0.5623, 
352.0, 0.5393, 
351.0, 0.5117, 
350.0, 0.4821, 
349.0, 0.4505, 
348.0, 0.4212, 
347.0, 0.3942, 
346.0, 0.3700, 
345.0, 0.3499, 
344.0, 0.3342, 
343.0, 0.3208, 
342.0, 0.3101, 
341.0, 0.3010, 
340.0, 0.2930, 
339.0, 0.2885, 
338.0, 0.2878, 
337.0, 0.2867, 
336.0, 0.2864, 
335.0, 0.2874, 
334.0, 0.2902, 
333.0, 0.2932, 
332.0, 0.2967, 
331.0, 0.3006, 
330.0, 0.3053, 
329.0, 0.3110, 
328.0, 0.3170, 
327.0, 0.3231, 
326.0, 0.3286, 
325.0, 0.3348, 
324.0, 0.3408, 
323.0, 0.3480, 
322.0, 0.3556, 
321.0, 0.3651, 
320.0, 0.3768, 
319.0, 0.3903, 
318.0, 0.4088, 
317.0, 0.4274, 
316.0, 0.4484, 
315.0, 0.4717, 
314.0, 0.4973, 
313.0, 0.5256, 
312.0, 0.5564, 
311.0, 0.5892, 
310.0, 0.6236, 
309.0, 0.6599, 
308.0, 0.6977, 
307.0, 0.7372, 
306.0, 0.7776, 
305.0, 0.8159, 
304.0, 0.8525, 
303.0, 0.8890, 
302.0, 0.9244, 
301.0, 0.9595, 
300.0, 0.9953, 
299.0, 1.0300, 
298.0, 1.0669, 
297.0, 1.1065, 
296.0, 1.1464, 
295.0, 1.1891, 
294.0, 1.2309, 
293.0, 1.2707, 
292.0, 1.3070, 
291.0, 1.3358, 
290.0, 1.3577, 
289.0, 1.3705, 
288.0, 1.3803, 
287.0, 1.3839, 
286.0, 1.3788, 
285.0, 1.3683, 
284.0, 1.3576, 
283.0, 1.3434, 
282.0, 1.3361, 
281.0, 1.3319, 
280.0, 1.3266, 
279.0, 1.3228, 
278.0, 1.3246, 
277.0, 1.3111, 
276.0, 1.2922, 
275.0, 1.2700, 
274.0, 1.2493, 
273.0, 1.2328, 
272.0, 1.2196, 
271.0, 1.2133, 
270.0, 1.2046, 
269.0, 1.1952, 
268.0, 1.1853, 
267.0, 1.1822, 
266.0, 1.1874, 
265.0, 1.1968, 
264.0, 1.2101, 
263.0, 1.2238, 
262.0, 1.2385, 
261.0, 1.2604, 
260.0, 1.2822, 
259.0, 1.3093, 
258.0, 1.3364, 
257.0, 1.3631, 
256.0, 1.3918, 
255.0, 1.4220, 
254.0, 1.4504, 
253.0, 1.4787, 
252.0, 1.5097, 
251.0, 1.5386, 
250.0, 1.5753 
